compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PIPE__L0,__PIPE__L1,__TILE__L0,__TILE__L1
04min 19sec,428847 (1.715ms),15821 (1%),9984 (~0%),158 (3%),25 (~0%),0 (~0%),1,1,6,off,off,1,1
04min 02sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
04min 34sec,553647 (2.215ms),11385 (~0%),8203 (~0%),110 (2%),14 (~0%),0 (~0%),1,1,4,off,off,1,1
04min 29sec,1554761 (6.219ms),8517 (~0%),7916 (~0%),92 (2%),11 (~0%),1 (~0%),5,1,1,off,off,1,1
03min 48sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
04min 08sec,1552948 (6.212ms),7154 (~0%),5245 (~0%),48 (1%),11 (~0%),4 (~0%),1,20,1,off,off,1,1
03min 06sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
03min 44sec,644847 (2.579ms),11286 (~0%),7768 (~0%),102 (2%),14 (~0%),0 (~0%),1,1,3,off,off,1,1
04min 53sec,284847 (1.217ms),129257 (10%),97940 (4%),46 (1%),93 (1%),0 (~0%),1,1,30,off,off,1,1
04min 23sec,1557747 (6.231ms),7549 (~0%),5870 (~0%),70 (1%),11 (~0%),2 (~0%),10,1,1,off,off,1,1
02min 54sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),60,1,1,off,off,1,1
03min 45sec,880047 (3.52ms),8361 (~0%),6723 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,2,off,off,1,1
05min 13sec,246747 (1.117ms),138969 (11%),75255 (3%),46 (1%),133 (1%),0 (~0%),1,1,60,off,off,1,1
04min 49sec,284847 (1.217ms),129257 (10%),97940 (4%),46 (1%),93 (1%),0 (~0%),1,1,30,off,off,1,1
03min 04sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
03min 14sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
05min 30sec,246747 (1.117ms),138969 (11%),75255 (3%),46 (1%),133 (1%),0 (~0%),1,1,60,off,off,1,1
05min 04sec,284847 (1.217ms),129257 (10%),97940 (4%),46 (1%),93 (1%),0 (~0%),1,1,30,off,off,1,1
05min 19sec,246747 (1.117ms),138969 (11%),75255 (3%),46 (1%),133 (1%),0 (~0%),1,1,60,off,off,1,1
03min 07sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
03min 10sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
03min 15sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
04min 54sec,284847 (1.217ms),129257 (10%),97940 (4%),46 (1%),93 (1%),0 (~0%),1,1,30,off,off,1,1
03min 13sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
05min 08sec,246747 (1.117ms),138969 (11%),75255 (3%),46 (1%),133 (1%),0 (~0%),1,1,60,off,off,1,1
05min 20sec,246747 (1.117ms),138969 (11%),75255 (3%),46 (1%),133 (1%),0 (~0%),1,1,60,off,off,1,1
05min 00sec,284847 (1.217ms),129257 (10%),97940 (4%),46 (1%),93 (1%),0 (~0%),1,1,30,off,off,1,1
03min 08sec,1547247 (6.189ms),7533 (~0%),6202 (~0%),94 (2%),11 (~0%),0 (~0%),1,80,1,off,off,1,1
04min 41sec,284847 (1.217ms),129257 (10%),97940 (4%),46 (1%),93 (1%),0 (~0%),60,1,30,off,off,1,1
04min 32sec,284847 (1.217ms),111039 (9%),97891 (4%),46 (1%),93 (1%),0 (~0%),60,8,30,off,off,1,1
03min 40sec,285747 (1.221ms),78180 (6%),65792 (2%),32 (~0%),93 (1%),0 (~0%),60,20,30,off,off,1,1
16min 23sec,25107 (0.1ms),1371623 (116%),1622239 (68%),32 (~0%),13140 (192%),0 (~0%),60,20,60,off,off,1,1
16min 25sec,25107 (0.1ms),1371623 (116%),1622239 (68%),32 (~0%),13140 (192%),0 (~0%),60,20,30,off,flatten,1,1
40min 00sec,,,,,,,60,20,30,flatten,off,1,1
03min 14sec,333748 (1.426ms),36001 (3%),22153 (~0%),96 (2%),48 (~0%),0 (~0%),60,20,15,off,off,1,1
03min 44sec,285747 (1.221ms),78180 (6%),65792 (2%),32 (~0%),93 (1%),0 (~0%),60,20,30,off,off,8,1
03min 38sec,285747 (1.221ms),78180 (6%),65792 (2%),32 (~0%),93 (1%),0 (~0%),60,20,30,off,off,8,1
03min 14sec,319348 (1.365ms),38155 (3%),24974 (1%),128 (2%),56 (~0%),0 (~0%),60,20,20,off,off,1,1
03min 01sec,372148 (1.59ms),19309 (1%),11848 (~0%),176 (4%),28 (~0%),0 (~0%),60,20,10,off,off,1,1
03min 43sec,285747 (1.221ms),78180 (6%),65792 (2%),32 (~0%),93 (1%),0 (~0%),60,20,30,off,off,8,1
03min 17sec,319348 (1.365ms),38155 (3%),24974 (1%),128 (2%),56 (~0%),0 (~0%),60,20,20,off,off,1,1
03min 00sec,343348 (1.373ms),19218 (1%),13575 (~0%),192 (4%),39 (~0%),0 (~0%),60,20,12,off,off,1,1
02min 55sec,343348 (1.373ms),19218 (1%),13575 (~0%),192 (4%),39 (~0%),0 (~0%),60,20,12,off,off,1,1
03min 06sec,343348 (1.373ms),19218 (1%),13575 (~0%),192 (4%),39 (~0%),0 (~0%),60,20,12,off,off,1,1
03min 08sec,343348 (1.373ms),19218 (1%),13575 (~0%),192 (4%),39 (~0%),0 (~0%),60,20,12,off,off,1,1
03min 36sec,295948 (1.265ms),52537 (4%),38030 (1%),24 (~0%),93 (1%),0 (~0%),30,20,30,off,off,1,1
05min 22sec,366448 (1.566ms),25785 (2%),13833 (~0%),268 (6%),28 (~0%),0 (~0%),2,1,10,off,off,1,1
05min 04sec,369162 (1.578ms),23049 (1%),14744 (~0%),208 (4%),28 (~0%),0 (~0%),3,1,10,off,off,1,1
05min 24sec,366447 (1.566ms),23223 (1%),12787 (~0%),254 (5%),28 (~0%),0 (~0%),4,1,10,off,off,1,1
05min 17sec,366447 (1.566ms),23160 (1%),12778 (~0%),254 (5%),28 (~0%),0 (~0%),1,8,10,off,off,1,1
05min 08sec,374548 (1.601ms),19352 (1%),10962 (~0%),136 (3%),28 (~0%),0 (~0%),1,10,10,off,off,1,1
05min 21sec,366447 (1.566ms),23708 (2%),12908 (~0%),254 (5%),28 (~0%),0 (~0%),1,16,10,off,off,1,1
04min 54sec,1547247 (6.189ms),8008 (~0%),6242 (~0%),94 (2%),11 (~0%),0 (~0%),4,16,1,off,off,1,1
04min 43sec,1554761 (6.219ms),8994 (~0%),8002 (~0%),92 (2%),11 (~0%),1 (~0%),5,16,1,off,off,1,1
04min 52sec,1552947 (6.212ms),8004 (~0%),5939 (~0%),70 (1%),11 (~0%),2 (~0%),6,16,1,off,off,1,1
05min 08sec,428847 (1.715ms),16315 (1%),10072 (~0%),158 (3%),25 (~0%),0 (~0%),1,16,6,off,off,1,1
05min 18sec,366447 (1.566ms),23708 (2%),12908 (~0%),254 (5%),28 (~0%),0 (~0%),1,16,10,off,off,1,1
05min 17sec,337647 (1.351ms),23265 (1%),14642 (~0%),270 (6%),39 (~0%),0 (~0%),1,16,12,off,off,1,1
04min 16sec,338547 (1.354ms),22501 (1%),14190 (~0%),214 (4%),39 (~0%),0 (~0%),6,1,12,off,off,1,1
04min 16sec,348147 (1.393ms),22477 (1%),14238 (~0%),214 (4%),39 (~0%),0 (~0%),10,1,12,off,off,1,1
04min 18sec,332847 (1.331ms),34033 (2%),20396 (~0%),142 (3%),39 (~0%),0 (~0%),12,1,12,off,off,1,1
04min 17sec,338549 (1.354ms),29679 (2%),15398 (~0%),270 (6%),39 (~0%),0 (~0%),1,4,12,off,off,1,1
03min 45sec,350552 (1.402ms),17040 (1%),14113 (~0%),174 (4%),39 (~0%),0 (~0%),1,5,12,off,off,1,1
04min 12sec,337647 (1.351ms),22717 (1%),14512 (~0%),270 (6%),39 (~0%),0 (~0%),1,8,12,off,off,1,1
04min 23sec,337648 (1.351ms),26174 (2%),15650 (~0%),284 (6%),39 (~0%),0 (~0%),2,16,12,off,off,1,1
03min 47sec,340362 (1.361ms),22828 (1%),16549 (~0%),212 (4%),39 (~0%),0 (~0%),3,16,12,off,off,1,1
04min 16sec,337647 (1.351ms),23274 (1%),14604 (~0%),270 (6%),39 (~0%),0 (~0%),4,16,12,off,off,1,1
04min 16sec,337647 (1.351ms),22717 (1%),14512 (~0%),270 (6%),39 (~0%),0 (~0%),1,8,12,off,off,1,1
03min 55sec,345748 (1.383ms),18646 (1%),12688 (~0%),152 (3%),39 (~0%),0 (~0%),1,10,12,off,off,1,1
03min 57sec,486447 (2.079ms),15632 (1%),8800 (~0%),150 (3%),14 (~0%),0 (~0%),1,16,5,off,off,1,1
03min 51sec,553647 (2.215ms),11908 (1%),8287 (~0%),110 (2%),14 (~0%),0 (~0%),1,16,4,off,off,1,1
03min 59sec,343347 (1.373ms),22967 (1%),14316 (~0%),214 (4%),39 (~0%),0 (~0%),10,16,12,off,off,1,1
03min 54sec,337647 (1.351ms),22777 (1%),14567 (~0%),270 (6%),39 (~0%),0 (~0%),1,80,12,off,off,1,1
13min 19sec,24267 (0.097ms),1117025 (94%),1303360 (55%),46 (1%),10512 (153%),0 (~0%),1,16,60,off,off,1,1
80min 00sec,,,,,,,1,16,12,flatten,off,1,1
13min 19sec,24267 (0.097ms),1117025 (94%),1303360 (55%),46 (1%),10512 (153%),0 (~0%),1,16,12,off,flatten,1,1
04min 00sec,348796 (1.395ms),23266 (1%),14653 (~0%),270 (6%),39 (~0%),0 (~0%),1,16,12,off,off,4,1
04min 38sec,434370 (1.864ms),39117 (3%),22566 (~0%),494 (11%),39 (~0%),0 (~0%),1,16,12,off,off,1,4
03min 53sec,338547 (1.354ms),22995 (1%),14273 (~0%),214 (4%),39 (~0%),0 (~0%),6,16,12,off,off,1,1
22min 41sec,3218 (0.013ms),1157170 (97%),1307652 (55%),46 (1%),10512 (153%),0 (~0%),2,16,60,off,off,1,1
19min 59sec,5020 (0.02ms),1132385 (95%),1358549 (57%),60 (1%),10512 (153%),0 (~0%),3,16,60,off,off,1,1
15min 25sec,24267 (0.097ms),1117080 (94%),1303288 (55%),46 (1%),10512 (153%),0 (~0%),4,16,60,off,off,1,1
04min 53sec,644847 (2.579ms),11809 (~0%),7851 (~0%),102 (2%),14 (~0%),0 (~0%),1,16,3,off,off,1,1
05min 43sec,337647 (1.443ms),42570 (3%),23750 (1%),174 (4%),48 (~0%),0 (~0%),1,16,15,off,off,1,1
05min 43sec,313647 (1.34ms),53814 (4%),33314 (1%),46 (1%),56 (~0%),0 (~0%),1,16,20,off,off,1,1
15min 21sec,24267 (0.097ms),1117025 (94%),1303360 (55%),46 (1%),10512 (153%),0 (~0%),1,16,60,off,flatten,1,1
19min 34sec,5020 (0.02ms),1132148 (95%),1358571 (57%),60 (1%),10512 (153%),0 (~0%),5,16,60,off,off,1,1
20min 46sec,3217 (0.013ms),1124128 (95%),1299290 (54%),38 (~0%),10512 (153%),0 (~0%),6,16,60,off,off,1,1
20min 46sec,3217 (0.013ms),1123902 (95%),1299291 (54%),38 (~0%),10512 (153%),0 (~0%),10,16,60,off,off,1,1
08min 08sec,24567 (0.098ms),565048 (47%),664301 (28%),46 (1%),5256 (76%),0 (~0%),1,8,60,off,off,1,1
09min 52sec,27747 (0.111ms),701130 (59%),822972 (34%),24 (~0%),6570 (96%),0 (~0%),1,10,60,off,off,1,1
03min 45sec,880047 (3.52ms),8832 (~0%),6809 (~0%),94 (2%),11 (~0%),0 (~0%),1,16,2,off,off,1,1
05min 46sec,284847 (1.217ms),129750 (10%),98019 (4%),46 (1%),93 (1%),0 (~0%),1,16,30,off,off,1,1
15min 34sec,24267 (0.097ms),1117533 (94%),1303447 (55%),46 (1%),10512 (153%),0 (~0%),12,16,60,off,off,1,1
20min 13sec,5020 (0.02ms),1132168 (95%),1358566 (57%),60 (1%),10512 (153%),0 (~0%),15,16,60,off,off,1,1
15min 04sec,24267 (0.097ms),1117417 (94%),1303440 (55%),46 (1%),10512 (153%),0 (~0%),20,16,60,off,off,1,1
06min 32sec,33032 (0.132ms),365705 (30%),424832 (17%),46 (1%),3285 (48%),0 (~0%),1,5,60,off,off,1,1
08min 51sec,26069 (0.104ms),366290 (30%),377503 (15%),46 (1%),2628 (38%),0 (~0%),1,4,60,off,off,1,1
03min 47sec,644847 (2.579ms),11809 (~0%),7851 (~0%),102 (2%),14 (~0%),0 (~0%),1,16,3,off,off,1,1
80min 00sec,,,,,,,1,16,60,flatten,off,1,1
32min 09sec,28335 (0.113ms),1272041 (107%),1395513 (59%),46 (1%),10512 (153%),0 (~0%),1,16,60,off,off,8,1
15min 35sec,24267 (0.097ms),1117533 (94%),1303447 (55%),46 (1%),10512 (153%),0 (~0%),12,16,60,off,off,1,1
20min 00sec,5020 (0.02ms),1132168 (95%),1358566 (57%),60 (1%),10512 (153%),0 (~0%),15,16,60,off,off,1,1
15min 39sec,24267 (0.097ms),1117417 (94%),1303440 (55%),46 (1%),10512 (153%),0 (~0%),20,16,60,off,off,1,1
08min 02sec,11082 (0.044ms),405858 (34%),429127 (18%),46 (1%),3285 (48%),0 (~0%),2,5,60,off,off,1,1
11min 13sec,3518 (0.014ms),605198 (51%),668595 (28%),46 (1%),5256 (76%),0 (~0%),2,8,60,off,off,1,1
14min 32sec,5797 (0.023ms),741279 (62%),827265 (34%),24 (~0%),6570 (96%),0 (~0%),2,10,60,off,off,1,1
04min 14sec,366448 (1.566ms),26279 (2%),13916 (~0%),268 (6%),28 (~0%),0 (~0%),2,16,10,off,off,1,1
03min 59sec,428848 (1.715ms),18207 (1%),11077 (~0%),172 (3%),25 (~0%),0 (~0%),2,16,6,off,off,1,1
21min 39sec,3217 (0.013ms),1123961 (95%),1299294 (54%),38 (~0%),10512 (153%),0 (~0%),30,16,60,off,off,1,1
15min 16sec,24267 (0.097ms),1117025 (94%),1303360 (55%),46 (1%),10512 (153%),0 (~0%),60,16,60,off,off,1,1
19min 48sec,5020 (0.02ms),1132168 (95%),1358566 (57%),60 (1%),10512 (153%),0 (~0%),15,16,60,off,off,1,1
19min 57sec,25107 (0.1ms),1371623 (116%),1622239 (68%),32 (~0%),13140 (192%),0 (~0%),1,20,60,off,off,1,1
08min 18sec,29669 (0.119ms),257935 (21%),235779 (9%),46 (1%),1314 (19%),0 (~0%),1,2,60,off,off,1,1
04min 38sec,558701 (2.388ms),45987 (3%),27757 (1%),174 (4%),82 (1%),0 (~0%),1,16,13,off,off,1,1
04min 19sec,539501 (2.306ms),33042 (2%),19455 (~0%),246 (5%),60 (~0%),0 (~0%),1,16,9,off,off,1,1
03min 54sec,496301 (1.985ms),20864 (1%),14752 (~0%),174 (4%),44 (~0%),0 (~0%),1,16,8,off,off,1,1
21min 53sec,3217 (0.013ms),1123902 (95%),1299291 (54%),38 (~0%),10512 (153%),0 (~0%),10,16,60,off,off,1,1
21min 41sec,3217 (0.013ms),1124128 (95%),1299290 (54%),38 (~0%),10512 (153%),0 (~0%),6,16,60,off,off,1,1
14min 25sec,24267 (0.097ms),1117080 (94%),1303288 (55%),46 (1%),10512 (153%),0 (~0%),4,16,60,off,off,1,1
80min 00sec,,,,,,,1,80,60,off,off,1,1
80min 00sec,,,,,,,1,60,60,off,off,1,1
04min 20sec,558701 (2.388ms),45987 (3%),27757 (1%),174 (4%),82 (1%),0 (~0%),1,16,13,off,off,1,1
04min 04sec,539501 (2.306ms),33042 (2%),19455 (~0%),246 (5%),60 (~0%),0 (~0%),1,16,9,off,off,1,1
31min 21sec,3758 (0.015ms),1411767 (119%),1626530 (68%),32 (~0%),13140 (192%),0 (~0%),2,20,60,off,off,1,1
28min 05sec,5560 (0.022ms),1394534 (117%),1692787 (71%),46 (1%),13140 (192%),0 (~0%),3,20,60,off,off,1,1
20min 33sec,25107 (0.1ms),1371678 (116%),1622167 (68%),32 (~0%),13140 (192%),0 (~0%),4,20,60,off,off,1,1
03min 37sec,372148 (1.59ms),19309 (1%),11848 (~0%),176 (4%),28 (~0%),0 (~0%),1,20,10,off,off,1,1
03min 37sec,343348 (1.373ms),19218 (1%),13575 (~0%),192 (4%),39 (~0%),0 (~0%),1,20,12,off,off,1,1
04min 34sec,1548148 (6.193ms),8668 (~0%),6430 (~0%),94 (2%),11 (~0%),0 (~0%),2,1,1,off,off,1,1
04min 34sec,1547247 (6.189ms),7482 (~0%),6153 (~0%),94 (2%),11 (~0%),0 (~0%),1,8,1,off,off,1,1
04min 34sec,1558396 (6.234ms),7540 (~0%),6210 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,1,off,off,4,1
05min 20sec,8675775 (34.703ms),69754 (5%),95054 (4%),94 (2%),131 (1%),0 (~0%),1,1,1,off,off,1,4
03min 55sec,1547247 (6.189ms),7531 (~0%),6156 (~0%),94 (2%),11 (~0%),0 (~0%),4,1,1,off,off,1,1
17min 33sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,1,off,flatten,1,1
04min 01sec,1570517 (6.282ms),8654 (~0%),6483 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,1,off,off,2,1
04min 23sec,16311375 (65.246ms),70349 (5%),100081 (4%),94 (2%),131 (1%),0 (~0%),1,1,1,off,off,1,2
04min 32sec,1553443 (6.214ms),11949 (1%),8874 (~0%),142 (3%),11 (~0%),0 (~0%),1,1,1,off,off,8,1
04min 01sec,1547247 (6.189ms),7531 (~0%),6156 (~0%),94 (2%),11 (~0%),0 (~0%),4,1,1,off,off,1,1
03min 49sec,1554761 (6.219ms),8517 (~0%),7916 (~0%),92 (2%),11 (~0%),1 (~0%),5,1,1,off,off,1,1
03min 57sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
04min 01sec,1548749 (6.195ms),13524 (1%),7559 (~0%),94 (2%),11 (~0%),0 (~0%),2,4,1,off,off,1,1
03min 49sec,1564953 (6.26ms),8728 (~0%),7129 (~0%),94 (2%),11 (~0%),0 (~0%),2,5,1,off,off,1,1
04min 08sec,880048 (3.52ms),11271 (~0%),7913 (~0%),108 (2%),11 (~0%),0 (~0%),2,1,2,off,off,1,1
04min 01sec,1558397 (6.234ms),8552 (~0%),7208 (~0%),108 (2%),11 (~0%),0 (~0%),2,1,1,off,off,2,1
05min 14sec,1560148 (6.241ms),6865 (~0%),4386 (~0%),16 (~0%),11 (~0%),4 (~0%),10,10,1,off,off,1,1
05min 20sec,657748 (2.631ms),9896 (~0%),5995 (~0%),40 (~0%),14 (~0%),4 (~0%),10,10,3,off,off,1,1
05min 15sec,561162 (2.245ms),11879 (1%),9988 (~0%),108 (2%),14 (~0%),0 (~0%),3,1,4,off,off,1,1
05min 49sec,553647 (2.215ms),13614 (1%),8338 (~0%),142 (3%),14 (~0%),0 (~0%),4,1,4,off,off,1,1
05min 44sec,553719 (2.215ms),13462 (1%),8349 (~0%),142 (3%),14 (~0%),0 (~0%),4,4,4,off,off,1,1
05min 49sec,553647 (2.215ms),12547 (1%),8287 (~0%),142 (3%),14 (~0%),0 (~0%),4,8,4,off,off,1,1
05min 44sec,644847 (2.579ms),11247 (~0%),7675 (~0%),102 (2%),14 (~0%),0 (~0%),4,8,3,off,off,1,1
04min 11sec,1547247 (6.189ms),7531 (~0%),6156 (~0%),94 (2%),11 (~0%),0 (~0%),4,1,1,off,off,1,1
04min 18sec,1547247 (6.189ms),7486 (~0%),6107 (~0%),94 (2%),11 (~0%),0 (~0%),4,8,1,off,off,1,1
04min 21sec,644847 (2.579ms),11247 (~0%),7675 (~0%),102 (2%),14 (~0%),0 (~0%),4,8,3,off,off,1,1
03min 57sec,1560148 (6.241ms),6865 (~0%),4386 (~0%),16 (~0%),11 (~0%),4 (~0%),10,10,1,off,off,1,1
04min 02sec,499348 (2.134ms),10540 (~0%),6764 (~0%),68 (1%),14 (~0%),0 (~0%),10,10,5,off,off,1,1
03min 56sec,1555363 (6.221ms),13400 (1%),9095 (~0%),92 (2%),11 (~0%),1 (~0%),3,4,1,off,off,1,1
03min 56sec,652362 (2.609ms),12997 (1%),9845 (~0%),108 (2%),14 (~0%),3 (~0%),3,1,3,off,off,1,1
03min 50sec,1558429 (6.234ms),8709 (~0%),7960 (~0%),92 (2%),11 (~0%),1 (~0%),3,1,1,off,off,4,1
04min 09sec,8683290 (34.733ms),71017 (6%),96823 (4%),92 (2%),131 (1%),1 (~0%),3,1,1,off,off,1,4
03min 50sec,1996290 (7.985ms),7988 (~0%),8089 (~0%),92 (2%),11 (~0%),1 (~0%),3,1,1,off,off,1,8
04min 12sec,553648 (2.215ms),12921 (1%),9204 (~0%),124 (2%),14 (~0%),0 (~0%),2,1,4,off,off,1,1
03min 56sec,561161 (2.245ms),11825 (1%),9940 (~0%),108 (2%),14 (~0%),0 (~0%),5,1,4,off,off,1,1
04min 07sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
04min 05sec,554549 (2.218ms),16509 (1%),9080 (~0%),110 (2%),14 (~0%),0 (~0%),1,4,4,off,off,1,1
03min 51sec,561752 (2.247ms),9874 (~0%),8511 (~0%),78 (1%),14 (~0%),2 (~0%),1,5,4,off,off,1,1
04min 06sec,553647 (2.215ms),11330 (~0%),8152 (~0%),110 (2%),14 (~0%),0 (~0%),1,8,4,off,off,1,1
04min 13sec,559996 (2.24ms),13293 (1%),8332 (~0%),142 (3%),14 (~0%),0 (~0%),1,1,4,off,off,4,1
04min 27sec,7680975 (30.724ms),76190 (6%),97122 (4%),110 (2%),118 (1%),0 (~0%),1,1,4,off,off,1,4
04min 55sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
04min 48sec,1570517 (6.282ms),8654 (~0%),6483 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,1,off,off,2,1
04min 57sec,1988775 (7.955ms),7240 (~0%),6191 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,1,off,off,1,8
05min 26sec,486447 (2.079ms),15138 (1%),8718 (~0%),150 (3%),14 (~0%),0 (~0%),1,1,5,off,off,1,1
04min 33sec,561161 (2.245ms),11825 (1%),9940 (~0%),108 (2%),14 (~0%),0 (~0%),5,1,4,off,off,1,1
05min 19sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
05min 04sec,556949 (2.228ms),25389 (2%),11901 (~0%),110 (2%),14 (~0%),0 (~0%),1,2,4,off,off,1,1
05min 03sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
08min 56sec,28767 (0.115ms),196867 (16%),159990 (6%),46 (1%),657 (9%),0 (~0%),1,1,4,off,flatten,1,1
05min 21sec,576017 (2.304ms),12890 (1%),9251 (~0%),124 (2%),14 (~0%),0 (~0%),1,1,4,off,off,2,1
05min 06sec,995175 (3.981ms),11019 (~0%),8238 (~0%),110 (2%),14 (~0%),0 (~0%),1,1,4,off,off,1,8
06min 54sec,1552947 (6.212ms),7506 (~0%),5860 (~0%),70 (1%),11 (~0%),2 (~0%),6,1,1,off,off,1,1
07min 02sec,428847 (1.715ms),15821 (1%),9984 (~0%),158 (3%),25 (~0%),0 (~0%),1,1,6,off,off,1,1
07min 01sec,1558396 (6.234ms),7540 (~0%),6210 (~0%),94 (2%),11 (~0%),0 (~0%),1,1,1,off,off,4,1
07min 23sec,8675775 (34.703ms),69754 (5%),95054 (4%),94 (2%),131 (1%),0 (~0%),1,1,1,off,off,1,4
06min 43sec,1547247 (6.189ms),7482 (~0%),6153 (~0%),94 (2%),11 (~0%),0 (~0%),1,8,1,off,off,1,1
06min 59sec,561161 (2.245ms),11825 (1%),9940 (~0%),108 (2%),14 (~0%),0 (~0%),5,1,4,off,off,1,1
07min 00sec,554547 (2.218ms),11331 (~0%),7833 (~0%),86 (1%),14 (~0%),0 (~0%),6,1,4,off,off,1,1
06min 44sec,561162 (2.245ms),11879 (1%),9988 (~0%),108 (2%),14 (~0%),0 (~0%),3,1,4,off,off,1,1
07min 24sec,556948 (2.228ms),9718 (~0%),6668 (~0%),56 (1%),14 (~0%),4 (~0%),1,10,4,off,off,1,1
