compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PIPE__L0,__PIPE__L2,__TILE__L0,__TILE__L2
03min 22sec,915264 (3.661ms),9620 (~0%),7898 (~0%),78 (1%),22 (~0%),8 (~0%),30,1,1,1,off,off,1,1
05min 49sec,18339 (0.073ms),179724 (15%),159803 (6%),1966 (45%),663 (9%),2 (~0%),60,1,1,1,off,off,1,1
17min 54sec,18341 (0.073ms),599482 (50%),919578 (38%),1966 (45%),6933 (101%),2 (~0%),60,14,1,1,off,off,1,1
23min 58sec,13123 (0.052ms),1173433 (99%),1378920 (58%),1726 (39%),9270 (135%),2 (~0%),60,1,1,14,off,off,1,1
03min 14sec,605884 (2.424ms),35105 (2%),37869 (1%),78 (1%),176 (2%),2 (~0%),10,14,1,1,off,off,1,1
17min 16sec,18341 (0.073ms),599482 (50%),919578 (38%),1966 (45%),6933 (101%),2 (~0%),60,14,1,1,off,off,1,1
05min 17sec,37963 (0.164ms),225628 (19%),240005 (10%),238 (5%),1292 (18%),0 (~0%),10,14,8,10,off,off,1,1
05min 21sec,46706 (0.201ms),222885 (18%),237406 (10%),322 (7%),1292 (18%),0 (~0%),20,14,8,10,off,off,1,1
05min 19sec,55459 (0.239ms),222897 (18%),237495 (10%),322 (7%),1292 (18%),0 (~0%),30,14,8,10,off,off,1,1
05min 45sec,36043 (0.154ms),287825 (24%),285413 (12%),78 (1%),1680 (24%),0 (~0%),10,14,8,14,off,off,1,1
08min 42sec,23403 (0.101ms),555506 (46%),549345 (23%),78 (1%),3248 (47%),0 (~0%),10,14,16,14,off,off,1,1
08min 22sec,21163 (0.095ms),494031 (41%),523392 (22%),72 (1%),2852 (41%),0 (~0%),10,14,20,10,off,off,1,1
07min 12sec,23963 (0.107ms),425498 (35%),449345 (19%),78 (1%),2412 (35%),0 (~0%),10,14,16,10,off,off,1,1
08min 30sec,25706 (0.115ms),491302 (41%),520793 (22%),156 (3%),2852 (41%),0 (~0%),20,14,20,10,off,off,1,1
10min 28sec,20683 (0.089ms),649722 (54%),645941 (27%),72 (1%),3864 (56%),0 (~0%),10,14,20,14,off,off,1,1
10min 38sec,22352 (0.096ms),646996 (54%),643342 (27%),156 (3%),3864 (56%),0 (~0%),15,14,20,14,off,off,1,1
08min 37sec,30259 (0.136ms),491313 (41%),520872 (22%),156 (3%),2852 (41%),0 (~0%),30,14,20,10,off,off,1,1
07min 16sec,23963 (0.107ms),425498 (35%),449345 (19%),78 (1%),2412 (35%),0 (~0%),10,14,16,10,off,off,1,1
10min 28sec,25106 (0.108ms),646989 (54%),643338 (27%),156 (3%),3864 (56%),0 (~0%),20,14,20,14,off,off,1,1
07min 24sec,25416 (0.114ms),363219 (30%),419120 (17%),94 (2%),2048 (29%),0 (~0%),10,14,20,7,off,off,1,1
10min 29sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
08min 34sec,23432 (0.105ms),491309 (41%),520797 (22%),156 (3%),2852 (41%),0 (~0%),15,14,20,10,off,off,1,1
10min 30sec,20683 (0.089ms),649722 (54%),645941 (27%),72 (1%),3864 (56%),0 (~0%),10,14,20,14,off,off,1,1
03min 02sec,907340 (3.629ms),32374 (2%),35241 (1%),162 (3%),176 (2%),2 (~0%),30,14,1,1,off,off,1,1
08min 21sec,23432 (0.105ms),491309 (41%),520797 (22%),156 (3%),2852 (41%),0 (~0%),15,14,20,10,off,off,1,1
10min 39sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 13sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 33sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 34sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 31sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 35sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 14sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
08min 39sec,21163 (0.095ms),494031 (41%),523392 (22%),72 (1%),2852 (41%),0 (~0%),10,14,20,10,off,off,1,1
10min 12sec,20683 (0.089ms),649722 (54%),645941 (27%),72 (1%),3864 (56%),0 (~0%),10,14,20,14,off,off,1,1
10min 16sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 17sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 11sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 12sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 02sec,20683 (0.089ms),649722 (54%),645941 (27%),72 (1%),3864 (56%),0 (~0%),10,14,20,14,off,off,1,1
10min 01sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 06sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 21sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
09min 53sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
09min 55sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
08min 28sec,23432 (0.105ms),491309 (41%),520797 (22%),156 (3%),2852 (41%),0 (~0%),15,14,20,10,off,off,1,1
09min 57sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 02sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
10min 00sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
09min 54sec,21566 (0.093ms),649707 (54%),645935 (27%),72 (1%),3864 (56%),0 (~0%),12,14,20,14,off,off,1,1
17min 22sec,18341 (0.073ms),599482 (50%),919578 (38%),1966 (45%),6933 (101%),2 (~0%),60,14,1,1,off,off,1,1
05min 01sec,18341 (0.073ms),160227 (13%),144004 (6%),1952 (45%),663 (9%),2 (~0%),60,1,20,1,off,off,1,1
21min 49sec,13283 (0.059ms),869541 (73%),1009851 (42%),2446 (56%),6990 (102%),2 (~0%),60,1,1,10,off,off,1,1
15min 49sec,18349 (0.082ms),452177 (38%),675177 (28%),1952 (45%),5373 (78%),2 (~0%),60,10,20,1,off,off,1,1
16min 15sec,18343 (0.073ms),579985 (49%),903779 (38%),1952 (45%),6933 (101%),2 (~0%),60,14,20,1,off,off,1,1
20min 01sec,13284 (0.059ms),849297 (71%),993987 (42%),2432 (56%),6990 (102%),2 (~0%),60,1,20,10,off,off,1,1
04min 43sec,16363 (0.065ms),175752 (14%),169590 (7%),1944 (45%),1203 (17%),2 (~0%),60,1,10,1,off,off,1,1
16min 40sec,18347 (0.082ms),471674 (39%),690976 (29%),1966 (45%),5373 (78%),2 (~0%),60,10,1,1,off,off,1,1
15min 44sec,18349 (0.082ms),452177 (38%),675177 (28%),1952 (45%),5373 (78%),2 (~0%),60,10,20,1,off,off,1,1
15min 36sec,16371 (0.073ms),469802 (39%),693803 (29%),1944 (45%),5433 (79%),2 (~0%),60,10,10,1,off,off,1,1
21min 21sec,11386 (0.051ms),885642 (74%),1025633 (43%),2424 (56%),7470 (109%),2 (~0%),60,1,10,10,off,off,1,1
09min 07sec,14760 (0.059ms),489114 (41%),486528 (20%),78 (1%),3810 (55%),300 (31%),60,1,10,5,off,off,1,1
40min 00sec,,,,,,,60,10,10,5,off,off,1,1
40min 00sec,,,,,,,60,7,10,5,off,off,1,1
07min 28sec,16753 (0.067ms),440964 (37%),495496 (20%),100 (2%),3780 (55%),300 (31%),60,5,10,5,off,off,1,1
07min 35sec,16753 (0.067ms),440964 (37%),495496 (20%),100 (2%),3780 (55%),300 (31%),60,5,10,5,off,off,1,1
08min 36sec,16658 (0.067ms),472076 (39%),474044 (20%),100 (2%),3330 (48%),300 (31%),60,1,16,5,off,off,1,1
07min 22sec,16753 (0.067ms),440964 (37%),495496 (20%),100 (2%),3780 (55%),300 (31%),60,5,10,5,off,off,1,1
40min 00sec,,,,,,,60,14,16,5,off,off,1,1
40min 00sec,,,,,,,60,10,16,5,off,off,1,1
40min 00sec,,,,,,,60,7,16,5,off,off,1,1
21min 56sec,13284 (0.059ms),874210 (73%),1010674 (42%),2446 (56%),6990 (102%),2 (~0%),60,1,16,10,off,off,1,1
12min 56sec,14439 (0.058ms),727504 (61%),825347 (34%),1758 (40%),11430 (167%),0 (~0%),60,1,10,7,off,off,1,1
06min 52sec,18651 (0.075ms),441566 (37%),483372 (20%),122 (2%),3300 (48%),300 (31%),60,5,16,5,off,off,1,1
06min 46sec,18651 (0.075ms),441566 (37%),483372 (20%),122 (2%),3300 (48%),300 (31%),60,5,16,5,off,off,1,1
40min 00sec,,,,,,,60,5,16,10,off,off,1,1
07min 04sec,18651 (0.075ms),441566 (37%),483372 (20%),122 (2%),3300 (48%),300 (31%),60,5,16,5,off,off,1,1
18min 06sec,16676 (0.067ms),519356 (43%),556724 (23%),100 (2%),3330 (48%),300 (31%),60,2,16,5,off,off,1,1
13min 42sec,16337 (0.065ms),617921 (52%),628240 (26%),1780 (41%),4650 (67%),0 (~0%),60,1,16,7,off,off,1,1
18min 14sec,16676 (0.067ms),519356 (43%),556724 (23%),100 (2%),3330 (48%),300 (31%),60,2,16,5,off,off,1,1
06min 15sec,53406 (0.228ms),66126 (5%),55523 (2%),218 (5%),162 (2%),0 (~0%),20,1,1,1,off,flatten,1,1
06min 14sec,63499 (0.271ms),66131 (5%),55518 (2%),218 (5%),162 (2%),0 (~0%),30,1,1,1,off,flatten,1,1
80min 00sec,,,,,,,60,1,1,1,off,flatten,1,1
05min 41sec,31987 (0.137ms),39249 (3%),47047 (1%),218 (5%),162 (2%),0 (~0%),1,5,1,1,off,flatten,1,1
05min 43sec,31747 (0.136ms),39387 (3%),47431 (2%),218 (5%),162 (2%),0 (~0%),1,7,1,1,off,flatten,1,1
05min 40sec,31567 (0.135ms),39555 (3%),48073 (2%),218 (5%),162 (2%),0 (~0%),1,10,1,1,off,flatten,1,1
07min 13sec,23947 (0.103ms),98259 (8%),121912 (5%),78 (1%),382 (5%),0 (~0%),1,1,4,1,off,flatten,1,1
08min 53sec,15487 (0.066ms),205351 (17%),296642 (12%),78 (1%),1248 (18%),0 (~0%),1,1,8,1,off,flatten,1,1
05min 24sec,317921 (1.272ms),30537 (2%),34016 (1%),130 (3%),115 (1%),5 (~0%),20,1,1,5,off,off,1,1
05min 29sec,380354 (1.521ms),30542 (2%),34012 (1%),130 (3%),115 (1%),5 (~0%),30,1,1,5,off,off,1,1
11min 14sec,16658 (0.067ms),467467 (39%),473221 (20%),100 (2%),3330 (48%),300 (31%),60,1,1,5,off,off,1,1
05min 04sec,193938 (0.776ms),15938 (1%),17282 (~0%),142 (3%),55 (~0%),5 (~0%),1,5,1,5,off,off,1,1
05min 34sec,638048 (2.727ms),27870 (2%),33936 (1%),128 (2%),89 (1%),5 (~0%),1,7,1,5,off,off,1,1
05min 26sec,205868 (0.823ms),31134 (2%),36618 (1%),120 (2%),125 (1%),5 (~0%),1,10,1,5,off,off,1,1
05min 22sec,195248 (0.781ms),30704 (2%),33052 (1%),120 (2%),85 (1%),5 (~0%),1,1,4,5,off,off,1,1
09min 33sec,14171 (0.061ms),232436 (19%),305394 (12%),78 (1%),1250 (18%),0 (~0%),2,1,8,1,off,flatten,1,1
09min 40sec,14469 (0.062ms),232473 (19%),305533 (12%),78 (1%),1250 (18%),0 (~0%),3,1,8,1,off,flatten,1,1
09min 40sec,14810 (0.063ms),232424 (19%),305529 (12%),78 (1%),1250 (18%),0 (~0%),4,1,8,1,off,flatten,1,1
07min 43sec,12127 (0.052ms),205565 (17%),297472 (12%),78 (1%),1248 (18%),0 (~0%),1,5,8,1,off,flatten,1,1
07min 50sec,11887 (0.051ms),205703 (17%),297856 (12%),78 (1%),1248 (18%),0 (~0%),1,7,8,1,off,flatten,1,1
07min 50sec,11707 (0.05ms),205871 (17%),298498 (12%),78 (1%),1248 (18%),0 (~0%),1,10,8,1,off,flatten,1,1
08min 42sec,14947 (0.064ms),251182 (21%),370137 (15%),44 (1%),1556 (22%),0 (~0%),1,1,10,1,off,flatten,1,1
07min 50sec,15487 (0.066ms),205351 (17%),296642 (12%),78 (1%),1248 (18%),0 (~0%),1,1,8,2,off,flatten,1,1
06min 50sec,28193 (0.121ms),123453 (10%),130673 (5%),78 (1%),382 (5%),0 (~0%),10,1,4,1,off,flatten,1,1
06min 49sec,29448 (0.126ms),123449 (10%),130671 (5%),78 (1%),382 (5%),0 (~0%),12,1,4,1,off,flatten,1,1
06min 51sec,31332 (0.134ms),123438 (10%),130672 (5%),78 (1%),382 (5%),0 (~0%),15,1,4,1,off,flatten,1,1
05min 52sec,20167 (0.087ms),98779 (8%),123768 (5%),78 (1%),382 (5%),0 (~0%),1,10,4,1,off,flatten,1,1
05min 53sec,20047 (0.086ms),98901 (8%),124538 (5%),78 (1%),382 (5%),0 (~0%),1,14,4,1,off,flatten,1,1
09min 00sec,14947 (0.064ms),251182 (21%),370137 (15%),44 (1%),1556 (22%),0 (~0%),1,1,10,1,off,flatten,1,1
05min 53sec,23947 (0.103ms),98259 (8%),121912 (5%),78 (1%),382 (5%),0 (~0%),1,1,4,10,off,flatten,1,1
05min 52sec,23947 (0.103ms),98259 (8%),121912 (5%),78 (1%),382 (5%),0 (~0%),1,1,4,14,off,flatten,1,1
10min 31sec,10730 (0.046ms),232776 (19%),306743 (12%),78 (1%),1250 (18%),0 (~0%),4,7,8,1,off,flatten,1,1
10min 31sec,10940 (0.047ms),232808 (19%),306880 (12%),78 (1%),1249 (18%),0 (~0%),5,7,8,1,off,flatten,1,1
10min 26sec,11156 (0.048ms),232818 (19%),306884 (12%),78 (1%),1249 (18%),0 (~0%),6,7,8,1,off,flatten,1,1
08min 39sec,11227 (0.048ms),202447 (17%),295900 (12%),78 (1%),1248 (18%),0 (~0%),1,70,8,1,off,flatten,1,1
09min 51sec,11347 (0.048ms),251534 (21%),371351 (15%),44 (1%),1556 (22%),0 (~0%),1,7,10,1,off,flatten,1,1
08min 46sec,11887 (0.051ms),205703 (17%),297856 (12%),78 (1%),1248 (18%),0 (~0%),1,7,8,10,off,flatten,1,1
10min 27sec,10139 (0.043ms),232956 (19%),307250 (12%),78 (1%),1250 (18%),0 (~0%),2,10,8,1,off,flatten,1,1
10min 31sec,10311 (0.044ms),232993 (19%),307389 (13%),78 (1%),1250 (18%),0 (~0%),3,10,8,1,off,flatten,1,1
10min 27sec,10526 (0.045ms),232944 (19%),307385 (13%),78 (1%),1250 (18%),0 (~0%),4,10,8,1,off,flatten,1,1
08min 49sec,11587 (0.05ms),205993 (17%),299268 (12%),78 (1%),1248 (18%),0 (~0%),1,14,8,1,off,flatten,1,1
08min 46sec,11227 (0.048ms),202447 (17%),295900 (12%),78 (1%),1248 (18%),0 (~0%),1,70,8,1,off,flatten,1,1
09min 47sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,1,off,flatten,1,1
15min 22sec,10807 (0.046ms),388355 (32%),573198 (24%),78 (1%),2496 (36%),0 (~0%),1,10,16,1,off,flatten,1,1
08min 47sec,11707 (0.05ms),205871 (17%),298498 (12%),78 (1%),1248 (18%),0 (~0%),1,10,8,2,off,flatten,1,1
08min 44sec,10730 (0.046ms),232976 (19%),307522 (13%),78 (1%),1249 (18%),0 (~0%),5,10,8,1,off,flatten,1,1
08min 45sec,10940 (0.047ms),232986 (19%),307526 (13%),78 (1%),1249 (18%),0 (~0%),6,10,8,1,off,flatten,1,1
08min 44sec,11803 (0.05ms),232989 (19%),307668 (13%),78 (1%),1248 (18%),0 (~0%),10,10,8,1,off,flatten,1,1
08min 44sec,10587 (0.045ms),232650 (19%),306224 (12%),78 (1%),1250 (18%),0 (~0%),2,5,8,1,off,flatten,1,1
08min 45sec,10331 (0.044ms),232788 (19%),306608 (12%),78 (1%),1250 (18%),0 (~0%),2,7,8,1,off,flatten,1,1
18min 10sec,9179 (0.039ms),415428 (35%),581949 (24%),78 (1%),2498 (36%),0 (~0%),2,10,16,1,off,flatten,1,1
08min 41sec,10139 (0.043ms),232956 (19%),307250 (12%),78 (1%),1250 (18%),0 (~0%),2,10,8,5,off,flatten,1,1
08min 31sec,10730 (0.046ms),232976 (19%),307522 (13%),78 (1%),1249 (18%),0 (~0%),5,10,8,1,off,flatten,1,1
08min 32sec,10940 (0.047ms),232986 (19%),307526 (13%),78 (1%),1249 (18%),0 (~0%),6,10,8,1,off,flatten,1,1
08min 37sec,10773 (0.046ms),232687 (19%),306363 (12%),78 (1%),1250 (18%),0 (~0%),3,5,8,1,off,flatten,1,1
08min 34sec,10509 (0.045ms),232825 (19%),306747 (12%),78 (1%),1250 (18%),0 (~0%),3,7,8,1,off,flatten,1,1
08min 41sec,10179 (0.043ms),233115 (19%),308159 (13%),78 (1%),1250 (18%),0 (~0%),3,14,8,1,off,flatten,1,1
08min 44sec,10311 (0.044ms),232993 (19%),307389 (13%),78 (1%),1250 (18%),0 (~0%),3,10,8,5,off,flatten,1,1
08min 38sec,10311 (0.044ms),232993 (19%),307389 (13%),78 (1%),1250 (18%),0 (~0%),3,10,8,7,off,flatten,1,1
09min 42sec,12242 (0.052ms),232986 (19%),307666 (13%),78 (1%),1248 (18%),0 (~0%),12,10,8,1,off,flatten,1,1
09min 32sec,12902 (0.055ms),232975 (19%),307667 (13%),78 (1%),1248 (18%),0 (~0%),15,10,8,1,off,flatten,1,1
09min 42sec,14006 (0.06ms),232962 (19%),307804 (13%),78 (1%),1248 (18%),0 (~0%),20,10,8,1,off,flatten,1,1
